card_number,gender,Name,Surname,Age,Birthday,City,card_num
193453,F,Синклитикия,Иванова,47,1977-03-14,Mogilev,665158048
193454,M,Григорий,Якушев,53,1971-02-04,Mogilev,650403997
193455,F,Елена,Цветкова,51,1973-03-09,Mogilev,652546296
193456,M,Ратибор,Доронин,40,1984-04-01,Minsk,663572703
193457,M,Милан,Абрамов,51,1973-03-23,Mogilev,673406456
193458,M,Чеслав,Зиновьев,37,1987-02-14,Brest,666333863
193459,F,Вера,Лебедева,42,1981-07-10,Gomel,669266078
193460,M,Остромир,Одинцов,55,1969-03-28,Minsk,676049327
193461,M,Никандр,Туров,44,1979-12-11,Minsk,677085163
193462,M,Терентий,Кабанов,52,1972-01-24,Minsk,680958646
193463,M,Сергей,Шилов,50,1974-01-02,Lida,688082233
193464,F,Людмила,Бурова,37,1986-12-12,Lida,688515851
193465,M,Ярополк,Мартынов,41,1982-07-16,Minsk,689211104
193466,M,Юлиан,Антонов,49,1975-01-13,Gomel,685503747
193467,F,Евдокия,Владимирова,36,1988-03-31,Gomel,686800893
193468,M,Никита,Белоусов,43,1981-03-10,Grodno,699642124
193469,F,Евгения,Дмитриева,49,1974-07-31,Grodno,701943635
193470,M,Егор,Субботин,44,1979-04-20,Orsha,702416425
193471,F,Раиса,Богданова,43,1980-06-21,Grodno,704692710
193472,F,Надежда,Кондратьева,44,1979-06-07,Mogilev,711369052
193473,M,Наум,Архипов,46,1977-09-05,Lida,712002209
193474,F,Ксения,Константинова,41,1982-06-15,Mogilev,713376709
193475,M,Симон,Кудрявцев,51,1972-08-29,Orsha,713392070
193476,M,Тихон,Маслов,56,1967-11-19,Grodno,712122559
193477,F,Ия,Жукова,39,1984-04-27,Lida,721743330
193478,F,Кира,Гуляева,45,1979-02-03,Lida,715162586
193479,M,Мирослав,Белоусов,42,1982-04-07,Brest,721825127
193480,F,Агата,Белякова,35,1988-06-20,Grodno,725415511
193481,M,Ефим,Тарасов,54,1970-03-12,Gomel,728985668
193482,M,Всеволод,Шилов,57,1966-08-01,Lida,729979603
193483,M,Лазарь,Лапин,43,1980-10-26,Brest,741954618
193484,M,Агафон,Устинов,39,1985-04-08,Brest,733800631
193485,M,Вениамин,Зыков,61,1962-09-17,Lida,743189692
193486,F,Евгения,Сазонова,50,1973-11-11,Brest,736581030
193487,M,Поликарп,Константинов,45,1978-05-19,Brest,747676082
193488,M,Амвросий,Шубин,45,1978-11-11,Lida,749021998
193489,F,Анастасия,Кудряшова,43,1980-07-30,Orsha,749720805
193490,M,Анатолий,Трофимов,45,1978-07-12,Mogilev,762430134
193491,F,Тамара,Дроздова,43,1981-03-12,Orsha,757815200
193492,F,Марина,Романова,38,1985-05-07,Grodno,760815393
193493,F,Зинаида,Королева,43,1980-04-25,Grodno,761020118
193494,M,Леон,Сысоев,45,1979-02-09,Minsk,774996791
193495,M,Пантелеймон,Агафонов,41,1983-01-03,Orsha,777807096
193496,F,Таисия,Казакова,50,1973-11-01,Orsha,779980188
193497,F,Элеонора,Денисова,47,1976-07-08,Brest,780706665
193498,M,Савва,Королев,50,1974-03-30,Orsha,788056220
193499,M,Милий,Гусев,27,1997-03-09,Lida,788547168
193500,M,Эрнст,Силин,56,1968-03-12,Minsk,799152271
193501,M,Ефрем,Горшков,38,1985-07-10,Minsk,799181635
193502,M,Аверкий,Крюков,45,1978-09-08,Mogilev,799613884
193503,F,Элеонора,Вишнякова,34,1989-05-24,Brest,792851689
193504,M,Карп,Зыков,52,1971-12-01,Mogilev,797562455
193505,M,Ярополк,Гусев,58,1966-03-02,Orsha,800297826
193506,M,Эрнест,Быков,46,1977-12-30,Lida,802771869
193507,F,Октябрина,Воробьева,48,1975-11-02,Gomel,815297456
193508,M,Стоян,Григорьев,42,1981-12-28,Mogilev,814239384
193509,M,Ростислав,Ковалев,46,1977-11-21,Grodno,828295943
193510,M,Ладислав,Михеев,53,1970-05-04,Grodno,835548326
193511,F,Майя,Александрова,57,1966-07-12,Mogilev,843863717
193512,M,Георгий,Костин,58,1965-05-19,Brest,848821397
193513,M,Петр,Захаров,43,1980-11-04,Lida,850575162
193514,M,Ипат,Игнатьев,37,1986-06-18,Gomel,865017812
193515,F,Алла,Турова,34,1989-08-18,Mogilev,867531960
193516,M,Лучезар,Нестеров,48,1976-03-18,Gomel,863646521
193517,M,Симон,Мухин,45,1978-09-04,Gomel,866662582
193518,M,Радислав,Медведев,51,1972-11-06,Minsk,867660502
193519,M,Валерий,Туров,39,1984-12-16,Brest,881379014
193520,M,Григорий,Мартынов,45,1978-08-06,Orsha,873056034
193521,F,Евфросиния,Колобова,33,1990-09-30,Mogilev,873351112
193522,M,Ираклий,Калашников,40,1983-07-30,Minsk,876048814
193523,M,Феофан,Михеев,39,1984-11-28,Gomel,873756385
193524,M,Алексей,Федотов,40,1984-04-04,Brest,882286002
193525,M,Лука,Сергеев,25,1999-04-09,Orsha,884064225
193526,M,Наум,Захаров,51,1973-02-22,Brest,887573602
193527,M,Святослав,Дементьев,55,1968-09-20,Orsha,888019373
193528,M,Георгий,Устинов,42,1981-06-26,Grodno,890399219
193529,M,Демьян,Туров,49,1975-04-10,Mogilev,901171284
193530,F,Ирина,Ширяева,40,1983-08-09,Minsk,898694876
193531,F,Синклитикия,Суханова,53,1970-07-07,Gomel,903928855
193532,M,Терентий,Пестов,34,1989-08-01,Gomel,911098402
193533,M,Виктор,Гурьев,37,1986-07-03,Orsha,901929574
193534,M,Мартын,Титов,57,1967-03-01,Brest,905210195
193535,M,Любим,Самсонов,37,1986-09-08,Lida,914504664
193536,M,Агафон,Тимофеев,37,1987-01-21,Orsha,910351440
193537,M,Тарас,Третьяков,55,1968-08-08,Orsha,914030691
193538,F,Ангелина,Попова,39,1984-08-28,Gomel,914767458
193539,M,Панкратий,Фомин,38,1985-07-09,Grodno,918841093
193540,F,Анжелика,Алексеева,46,1977-04-27,Minsk,920035330
193541,F,Кира,Громова,58,1966-03-31,Brest,921474783
193542,M,Алексей,Устинов,42,1981-10-22,Grodno,919544381
193543,F,Марина,Сергеева,49,1975-03-13,Grodno,923920759
193544,M,Милий,Захаров,44,1979-07-29,Lida,929130163
193545,M,Аким,Беспалов,51,1973-01-31,Mogilev,937851354
193546,F,Раиса,Зайцева,40,1984-02-03,Gomel,933025458
193547,M,Мина,Самсонов,40,1983-12-21,Brest,937547366
193548,M,Венедикт,Селиверстов,46,1977-11-29,Grodno,938745894
193549,M,Якуб,Федотов,51,1972-09-08,Minsk,949579183
193550,M,Ермолай,Васильев,46,1977-08-05,Lida,941019040
193551,M,Вацлав,Чернов,47,1976-09-13,Brest,948855758
193552,M,Лучезар,Комиссаров,46,1977-12-23,Minsk,960353047
193553,M,Владилен,Смирнов,41,1982-10-25,Grodno,961854951
193554,M,Доброслав,Зайцев,55,1968-07-20,Lida,962184663
193555,M,Нестор,Гусев,48,1975-09-02,Lida,965645447
193556,M,Тарас,Сорокин,53,1971-02-13,Minsk,966729414
193557,F,Елена,Зыкова,54,1969-05-17,Mogilev,966835716
193558,F,Ия,Дмитриева,40,1983-05-09,Minsk,974943155
193559,M,Чеслав,Кудряшов,43,1980-08-26,Lida,976981278
193560,M,Панкрат,Веселов,47,1976-08-02,Gomel,976946172
193561,F,Мария,Макарова,41,1982-11-18,Mogilev,968061576
193562,M,Каллистрат,Мартынов,39,1984-10-21,Gomel,967613328
193563,F,Эмилия,Исакова,51,1972-08-26,Gomel,972344919
193564,F,Светлана,Воронова,49,1974-09-11,Brest,977826266
193565,F,Алла,Тимофеева,52,1972-01-27,Gomel,980769057
193566,F,Галина,Бирюкова,46,1977-08-05,Brest,977908892
193567,M,Аникей,Федоров,37,1986-06-05,Orsha,985675970
193568,M,Ким,Ильин,45,1978-07-02,Mogilev,993672306
193569,F,Василиса,Мельникова,32,1991-12-25,Brest,994357758
193570,M,Эмиль,Захаров,38,1985-10-25,Brest,999127206
193571,F,Раиса,Крюкова,41,1982-08-19,Brest,20945
193572,M,Никанор,Фомин,38,1985-07-01,Mogilev,126742
193573,M,Мина,Буров,48,1975-05-25,Lida,125041
193574,M,Рюрик,Кудрявцев,54,1970-03-05,Lida,311890
193575,F,Анжела,Белоусова,45,1978-06-05,Brest,398176
193576,M,Леон,Сидоров,51,1972-10-15,Mogilev,407227
193577,F,Антонина,Доронина,70,1953-06-30,Orsha,427272
193578,M,Федот,Тарасов,49,1974-08-04,Lida,573927
193579,M,Селиверст,Денисов,48,1975-12-10,Brest,657225
193580,M,Савелий,Козлов,48,1976-03-04,Grodno,880041
193581,M,Конон,Селиверстов,48,1975-05-10,Gomel,874830
193582,M,Клавдий,Мишин,38,1985-06-27,Gomel,874242
193583,M,Григорий,Игнатьев,48,1975-09-25,Gomel,878391
193584,F,Маргарита,Потапова,38,1985-11-04,Grodno,879274
193585,M,Федот,Жуков,50,1974-02-28,Minsk,886121
193586,M,Амвросий,Нестеров,44,1979-07-31,Mogilev,879308
193587,F,Светлана,Павлова,44,1979-10-29,Grodno,880934
193588,F,Елизавета,Лазарева,32,1991-12-15,Brest,882320
193589,M,Фадей,Семенов,54,1969-05-05,Gomel,946768
193590,M,Гурий,Аксенов,61,1962-10-21,Orsha,946537
193591,F,Лукия,Фролова,40,1983-11-12,Mogilev,952329
193592,F,Зинаида,Панова,36,1988-02-01,Brest,955819
193593,M,Милий,Веселов,52,1972-03-09,Brest,956114
193594,M,Мечислав,Павлов,36,1987-05-21,Mogilev,953030
193595,M,Мариан,Петухов,43,1981-02-24,Mogilev,954135
193596,M,Натан,Кошелев,37,1986-11-28,Gomel,957237
193597,M,Спартак,Гущин,44,1980-02-07,Lida,957369
193598,M,Евдоким,Куликов,52,1972-02-26,Mogilev,950010
193599,F,Василиса,Егорова,58,1966-02-14,Minsk,955678
193600,M,Олимпий,Рожков,55,1968-06-17,Minsk,957096
193601,M,Пимен,Кузнецов,40,1983-06-23,Grodno,1000940
193602,M,Антип,Русаков,42,1981-07-04,Gomel,1001854
193603,F,Валерия,Горбунова,36,1987-07-30,Brest,6052290
193604,M,Панкрат,Лапин,33,1990-11-08,Mogilev,7463098
193605,M,Порфирий,Чернов,36,1987-07-15,Grodno,12264400
193606,M,Эммануил,Михайлов,44,1980-03-12,Gomel,12124321
193607,M,Порфирий,Ермаков,55,1969-02-14,Minsk,14492619
193608,M,Лев,Сергеев,60,1963-10-15,Brest,17400100
193609,F,Анна,Степанова,47,1976-05-16,Gomel,19910649
193610,M,Радован,Юдин,47,1977-03-02,Lida,22878809
193611,M,Авксентий,Крылов,54,1969-05-10,Orsha,21735455
193612,M,Зосима,Беспалов,39,1985-02-04,Brest,22891059
193613,M,Иннокентий,Петухов,55,1969-02-26,Orsha,25157961
193614,M,Епифан,Громов,50,1973-07-31,Mogilev,27902606
193615,F,Иванна,Щербакова,45,1978-10-12,Gomel,32562104
193616,M,Святополк,Ларионов,32,1991-12-09,Brest,29131574
193617,M,Гаврила,Харитонов,50,1973-08-17,Orsha,42309076
193618,M,Боян,Ильин,51,1972-10-30,Gomel,55160737
193619,M,Игнатий,Власов,54,1970-01-20,Orsha,54122829
193620,M,Захар,Рожков,37,1986-09-21,Lida,58227467
193621,F,Юлия,Кузнецова,51,1972-05-03,Mogilev,61276576
193622,F,Жанна,Зимина,45,1978-07-06,Lida,61416859
193623,M,Ювеналий,Доронин,58,1965-05-08,Lida,69201347
193624,M,Радим,Лаврентьев,43,1980-05-11,Brest,75208781
193625,M,Карл,Крюков,44,1979-11-08,Lida,81151660
193626,F,Юлия,Ширяева,47,1976-08-02,Minsk,81625323
193627,M,Сидор,Селезнев,43,1980-10-07,Grodno,82873270
193628,M,Лев,Дьячков,40,1984-03-15,Orsha,82087598
193629,M,Пантелеймон,Сергеев,47,1976-04-25,Mogilev,84913304
193630,F,Нина,Суворова,26,1997-06-15,Orsha,92486525
193631,F,Клавдия,Николаева,31,1993-01-29,Brest,112646702
193632,F,Дарья,Потапова,46,1978-04-18,Lida,114681384
193633,M,Харитон,Рябов,44,1979-06-01,Mogilev,114089208
193634,M,Мартьян,Русаков,54,1969-09-21,Mogilev,116863040
193635,M,Андрон,Шашков,50,1973-12-03,Mogilev,135107502
193636,M,Всемил,Лихачев,46,1978-04-08,Orsha,136173733
193637,M,Василий,Голубев,44,1979-07-29,Gomel,132325592
193638,F,Ольга,Игнатьева,40,1983-11-01,Minsk,132827381
193639,M,Эрнст,Романов,51,1972-05-13,Orsha,136443276
193640,M,Георгий,Дмитриев,53,1970-05-20,Grodno,142561467
193641,F,Юлия,Белова,51,1972-06-01,Gomel,145553826
193642,M,Агафон,Абрамов,37,1986-07-20,Minsk,142372204
193643,M,Ладимир,Ермаков,43,1981-02-05,Grodno,155991221
193644,F,Валентина,Андреева,49,1974-07-19,Grodno,152165944
193645,M,Мокей,Муравьев,53,1971-03-27,Minsk,158416176
193646,F,Прасковья,Петрова,51,1972-04-21,Orsha,157186970
193647,F,Дарья,Павлова,38,1985-09-08,Orsha,156251021
193648,M,Пров,Киселев,49,1974-10-10,Orsha,169543554
193649,M,Изот,Денисов,41,1983-02-23,Grodno,175207675
193650,M,Милен,Белоусов,51,1972-09-18,Mogilev,178786863
193651,M,Каллистрат,Игнатьев,63,1960-11-27,Orsha,176372510
193652,M,Панкрат,Бобров,48,1975-06-05,Mogilev,175965148
193653,F,Евфросиния,Васильева,54,1970-02-19,Lida,178334474
193654,M,Харитон,Алексеев,40,1984-01-01,Brest,178139253
193655,M,Лавр,Михеев,38,1985-07-07,Brest,182871933
193656,F,Елена,Щукина,45,1978-12-10,Brest,187090703
193657,M,Данила,Селезнев,35,1989-03-06,Brest,187746072
193658,M,Авдей,Зиновьев,44,1979-12-02,Mogilev,187968544
193659,M,Пимен,Шашков,57,1966-05-04,Orsha,196768711
193660,F,Лариса,Суворова,49,1974-07-30,Orsha,197916384
193661,M,Евдоким,Жданов,45,1979-02-17,Mogilev,196660041
193662,F,Алевтина,Крылова,41,1982-11-14,Orsha,198950267
193663,F,Евпраксия,Самсонова,58,1966-04-11,Brest,201110453
193664,F,Ирина,Анисимова,39,1984-04-25,Orsha,201763145
193665,M,Аскольд,Меркушев,29,1995-04-10,Orsha,212575959
193666,M,Никифор,Кузьмин,50,1973-04-23,Minsk,213575768
193667,M,Гедеон,Попов,57,1967-01-23,Mogilev,221813524
193668,M,Богдан,Петров,32,1991-12-27,Brest,230984300
193669,M,Владилен,Исаев,40,1983-09-18,Mogilev,228201253
193670,M,Афанасий,Осипов,46,1977-05-26,Minsk,235930108
193671,M,Анисим,Меркушев,42,1982-01-28,Minsk,237162981
193672,M,Любим,Морозов,39,1984-09-23,Gomel,238372233
193673,M,Амвросий,Алексеев,55,1969-02-04,Lida,248537346
193674,M,Кузьма,Горшков,41,1982-11-20,Minsk,250556143
193675,F,Маргарита,Дементьева,49,1974-11-15,Orsha,259937146
193676,M,Сигизмунд,Бобров,56,1967-11-15,Orsha,260795046
193677,M,Добромысл,Анисимов,55,1968-06-06,Brest,263062857
193678,F,Антонина,Сорокина,38,1986-03-08,Lida,275977621
193679,M,Кондратий,Горбунов,45,1978-09-21,Lida,278609100
193680,F,Милица,Русакова,37,1986-11-02,Lida,275355422
193681,M,Герасим,Журавлев,44,1979-09-15,Lida,296825710
193682,M,Автоном,Лобанов,31,1993-02-14,Gomel,298832589
193683,F,Иванна,Архипова,51,1973-03-01,Lida,298279617
193684,F,Наталья,Терентьева,53,1970-09-03,Brest,299090096
